car_park_no,car_park_type,car_park_type_encoded,cluster_label,kmeans,Sector,x_coord,y_coord
TP3A,MULTI-STOREY CAR PARK,4,4,3,East,30325.2783,35742.6437
TP30,SURFACE CAR PARK,5,4,3,East,29448.3398,35862.8984
TP31,SURFACE CAR PARK,5,4,3,East,29396.9527,35917.6634
TP32,SURFACE CAR PARK,5,4,3,East,29572.6442,35915.372
TP33,SURFACE CAR PARK,5,4,3,East,29531.7522,36074.2751
TP34,SURFACE CAR PARK,5,4,3,East,30127.27,35573.46
TP36,SURFACE CAR PARK,5,4,3,East,30279.3739,35381.5377
TP4A,MULTI-STOREY CAR PARK,4,4,3,East,30471.7791,35715.3312
TP40,SURFACE CAR PARK,5,4,3,East,30603.6943,34876.733
TP41,SURFACE CAR PARK,5,4,3,East,30773.92,34907.95
TP43,SURFACE CAR PARK,5,4,3,East,30663.1798,35221.9322
TP48,SURFACE CAR PARK,5,4,3,East,30599.96,35527.39
TP49,SURFACE CAR PARK,5,4,3,East,30495.5625,35670.9258
TP50,SURFACE CAR PARK,5,4,3,East,30349.5891,35671.9011
TP52,SURFACE CAR PARK,5,4,3,East,30361.63,35951.68
TP53,SURFACE CAR PARK,5,4,3,East,30474.3865,36065.9505
TP54,SURFACE CAR PARK,5,4,3,East,30574.9288,35955.0251
TP56,SURFACE CAR PARK,5,4,3,East,31018.2569,35434.7302
TP57,SURFACE CAR PARK,5,4,3,East,31025.8295,35236.265
TP59,SURFACE CAR PARK,5,4,3,East,31047.58,35155.12
TP60,SURFACE CAR PARK,5,4,3,East,30107.83,35814.16
TP61,MULTI-STOREY CAR PARK,4,4,3,East,29669.5764,35018.5085
TP62,SURFACE CAR PARK,5,4,3,East,29907.7722,35952.8982
TP63,SURFACE CAR PARK,5,4,3,East,29748.8203,35990.7969
TP64,SURFACE CAR PARK,5,4,3,East,29813.3984,36054.5
TP65,SURFACE CAR PARK,5,4,3,East,29973.9188,35315.1935
TP66,SURFACE CAR PARK,5,4,3,East,30567.354,35273.679
TP67,SURFACE CAR PARK,5,4,3,East,30647.8392,34994.1728
TP68,SURFACE CAR PARK,5,4,3,East,30890.764,34815.7549
TP7,SURFACE CAR PARK,5,4,3,East,29719.04,35774.23
TP8,SURFACE CAR PARK,5,4,3,East,29684.0801,35728.6552
TP8A,SURFACE CAR PARK,5,4,3,East,29791.3108,35569.197
TRM,MULTI-STOREY CAR PARK,4,4,3,East,33602.3061,31409.6032
TRS,SURFACE CAR PARK,5,4,3,East,33581.4137,31444.7784
TR1,SURFACE CAR PARK,5,4,3,East,31092.8691,33554.6172
TWM1,MULTI-STOREY CAR PARK,4,2,0,West,19566.0155,40125.5448
TWM2,MULTI-STOREY CAR PARK,4,2,0,West,19459.5932,40178.8656
TWM3,MULTI-STOREY CAR PARK,4,2,0,West,19541.9487,40262.0437
TWM4,MULTI-STOREY CAR PARK,4,2,0,West,19166.6753,40542.0167
TWM5,MULTI-STOREY CAR PARK,4,2,0,West,19687.1465,40113.8175
TWM6,MULTI-STOREY CAR PARK,4,2,0,West,19638.7886,40229.3595
TW1,SURFACE CAR PARK,5,2,0,West,19301.8301,39963.4141
TW2,SURFACE CAR PARK,5,2,0,West,19225.6875,40080.8281
TW3,SURFACE CAR PARK,5,2,0,West,19229.041,40255.5469
TW4,SURFACE CAR PARK,5,2,0,West,19072.5156,40448.2227
TY1,MULTI-STOREY CAR PARK,4,0,0,West,21441.5507,35689.479
TY2,SURFACE CAR PARK,5,0,0,West,21359.8594,35627.5039
TY3T,SURFACE CAR PARK,5,0,0,West,21219.4283,35808.8247
TY4,SURFACE CAR PARK,5,0,0,West,21172.689,35626.0278
T1,SURFACE CAR PARK,5,1,3,East,40645.1002,36633.3607
T11,SURFACE CAR PARK,5,1,3,East,40241.5939,36993.2916
T12,SURFACE CAR PARK,5,1,3,East,40513.9859,37022.0319
T13,SURFACE CAR PARK,5,1,3,East,40511.1172,36794.0234
T15,SURFACE CAR PARK,5,1,3,East,41292.6602,37256.6602
T16,SURFACE CAR PARK,5,1,3,East,41242.6367,37183.9531
T17,SURFACE CAR PARK,5,1,3,East,41349.1055,37121.3281
T18,SURFACE CAR PARK,5,1,3,East,41423.7376,37254.2715
T19,SURFACE CAR PARK,5,1,3,East,41357.6797,37403.3437
T20,SURFACE CAR PARK,5,1,3,East,40691.5398,37589.1246
T24,SURFACE CAR PARK,5,1,3,East,40682.5014,37392.3908
T25,SURFACE CAR PARK,5,1,3,East,40663.4797,37197.2727
T26,SURFACE CAR PARK,5,1,3,East,40884.9727,37147.543
T27,SURFACE CAR PARK,5,1,3,East,40784.043,37234.2773
T28,SURFACE CAR PARK,5,1,3,East,40918.3711,37369.6133
T29,SURFACE CAR PARK,5,1,3,East,41092.9461,37347.4683
T3,SURFACE CAR PARK,5,1,3,East,40700.7059,36530.5002
T30,SURFACE CAR PARK,5,1,3,East,40920.2995,37019.6152
T31,SURFACE CAR PARK,5,1,3,East,40760.3906,37026.1929
T32,SURFACE CAR PARK,5,1,3,East,41035.0411,36785.1588
T33,SURFACE CAR PARK,5,1,3,East,41243.9538,36627.3316
T34,SURFACE CAR PARK,5,1,3,East,41284.2492,36781.636
T35,SURFACE CAR PARK,5,1,3,East,41456.957,36778.5156
T37,SURFACE CAR PARK,5,1,3,East,39468.8647,36543.2578
T38,SURFACE CAR PARK,5,1,3,East,39932.1232,36937.4179
T39,SURFACE CAR PARK,5,1,3,East,39926.9824,36424.8207
T4,SURFACE CAR PARK,5,1,3,East,40964.6909,36395.5354
T41,SURFACE CAR PARK,5,1,3,East,39350.702,36706.421
T42,SURFACE CAR PARK,5,1,3,East,39062.7271,36823.2135
T43,SURFACE CAR PARK,5,1,3,East,39241.8985,37029.2046
T44,SURFACE CAR PARK,5,1,3,East,39357.5533,36980.6496
T45,SURFACE CAR PARK,5,1,3,East,39338.9023,37240.9629
T46,SURFACE CAR PARK,5,1,3,East,39486.3058,37178.0754
T47,SURFACE CAR PARK,5,1,3,East,39527.3164,37445.0986
T47A,MULTI-STOREY CAR PARK,4,1,3,East,39328.7136,37444.6416
T47L,SURFACE CAR PARK,5,1,3,East,39821.519,37570.2027
T48,SURFACE CAR PARK,5,1,3,East,39076.7194,37331.671
T49,SURFACE CAR PARK,5,1,3,East,38918.6987,37122.0189
T49A,MULTI-STOREY CAR PARK,4,1,3,East,39139.9893,37058.3736
T50,SURFACE CAR PARK,5,1,3,East,38870.9497,36981.7596
T51,SURFACE CAR PARK,5,1,3,East,38948.9356,36763.5017
T54,SURFACE CAR PARK,5,1,3,East,40286.9005,37300.6184
T55,SURFACE CAR PARK,5,1,3,East,40456.9061,37597.9862
T56,SURFACE CAR PARK,5,1,3,East,39079.6727,36911.3845
T57,SURFACE CAR PARK,5,1,3,East,39101.1472,36984.4555
T58,SURFACE CAR PARK,5,1,3,East,38884.7143,37492.6034
T7,SURFACE CAR PARK,5,1,3,East,40518.5548,36401.0077
T7A,MULTI-STOREY CAR PARK,4,1,3,East,40498.7308,36344.861
T72,SURFACE CAR PARK,5,1,3,East,40496.7609,37796.9601
T73,SURFACE CAR PARK,5,1,3,East,40642.7732,37796.0139
T74,SURFACE CAR PARK,5,1,3,East,40786.4727,37942.9375
T75,SURFACE CAR PARK,5,1,3,East,41035.8679,37933.5266
T76,SURFACE CAR PARK,5,1,3,East,41168.0391,38026.2765
T77,SURFACE CAR PARK,5,1,3,East,41294.1032,38193.2412
T78,SURFACE CAR PARK,5,1,3,East,41120.082,37750.8945
T79,SURFACE CAR PARK,5,1,3,East,41482.7031,37721.6602
T8,SURFACE CAR PARK,5,1,3,East,40338.7812,36505.4414
T80,SURFACE CAR PARK,5,1,3,East,41494.2122,37985.4918
T81,SURFACE CAR PARK,5,1,3,East,41871.9858,38044.2348
T9,SURFACE CAR PARK,5,1,3,East,40278.3039,36660.4761
UAM1,MULTI-STOREY CAR PARK,4,4,3,East,33107.6324,35187.5516
UA2,SURFACE CAR PARK,5,4,3,East,33109.332,35098.3344
UA3,SURFACE CAR PARK,5,4,3,East,33265.027,35204.8735
UA4,SURFACE CAR PARK,5,4,3,East,33075.3159,35275.3778
UA5,SURFACE CAR PARK,5,1,3,East,33326.6984,35410.4255
UA6,SURFACE CAR PARK,5,4,3,East,33101.2667,35157.3013
UBA4,SURFACE CAR PARK,5,1,3,East,34994.9175,35328.5373
UBKM,MULTI-STOREY CAR PARK,4,4,3,East,32179.7655,33010.5845
UBK2,SURFACE CAR PARK,5,4,3,East,32237.8125,33097.6016
UBK4,SURFACE CAR PARK,5,4,3,East,32537.2679,33063.4121
UBK5,SURFACE CAR PARK,5,4,3,East,32522.9258,33422.543
UBM1,MULTI-STOREY CAR PARK,4,4,3,East,32374.0247,32770.798
UBM2,MULTI-STOREY CAR PARK,4,4,3,East,32125.5883,32822.4057
UCS,SURFACE CAR PARK,5,4,2,South,28950.0781,29897.9961
U1,SURFACE CAR PARK,5,0,0,West,18391.6404,36723.769
U10,SURFACE CAR PARK,5,0,0,West,18029.1321,36437.8173
U11,SURFACE CAR PARK,5,0,0,West,17982.2826,36616.6603
U12,SURFACE CAR PARK,5,0,0,West,18668.6078,36565.8437
U13,SURFACE CAR PARK,5,0,0,West,19086.17,36658.92
U14,SURFACE CAR PARK,5,0,0,West,19276.68,36568.93
U15,SURFACE CAR PARK,5,0,0,West,19332.565,36778.361
U16,SURFACE CAR PARK,5,0,0,West,19291.0823,36949.9677
U17,SURFACE CAR PARK,5,0,0,West,19484.9573,36912.4024
U18,SURFACE CAR PARK,5,0,0,West,19699.5049,37022.2461
U19,SURFACE CAR PARK,5,0,0,West,19653.7625,36736.2392
U2,SURFACE CAR PARK,5,0,0,West,18316.8368,36887.7302
U20,SURFACE CAR PARK,5,0,0,West,19895.4902,36584.6445
U21,SURFACE CAR PARK,5,0,0,West,18569.9729,37715.1464
U22,SURFACE CAR PARK,5,2,0,West,18339.7245,38092.0958
U23,SURFACE CAR PARK,5,2,0,West,18234.0951,38341.652
U24,SURFACE CAR PARK,5,2,0,West,18465.58,38439.7002
U24T,SURFACE CAR PARK,5,2,0,West,18441.4863,38506.9696
U25,SURFACE CAR PARK,5,2,0,West,18728.7311,38350.9289
U26,SURFACE CAR PARK,5,2,0,West,18742.24,38064.66
U27,SURFACE CAR PARK,5,2,0,West,18846.1378,37962.5676
U28,SURFACE CAR PARK,5,2,0,West,18790.052,37772.6738
U29,MULTI-STOREY CAR PARK,4,2,0,West,18649.5445,37851.9011
U3,SURFACE CAR PARK,5,0,0,West,18098.9773,37055.7538
U30,SURFACE CAR PARK,5,2,0,West,19027.5388,37666.3629
U31,SURFACE CAR PARK,5,2,0,West,18847.0784,37666.2614
U32,SURFACE CAR PARK,5,0,0,West,19018.5011,37355.1895
U33,SURFACE CAR PARK,5,0,0,West,18873.0414,37452.2798
U34,SURFACE CAR PARK,5,0,0,West,19139.7066,37093.5044
U38,SURFACE CAR PARK,5,0,0,West,18124.0483,36539.8249
U39,MULTI-STOREY CAR PARK,4,0,0,West,18837.6188,36875.2113
U4,SURFACE CAR PARK,5,0,0,West,17973.0318,36974.1108
U40,MULTI-STOREY CAR PARK,4,0,0,West,18879.8441,36750.5885
U41,SURFACE CAR PARK,5,0,0,West,18955.5289,36844.8175
U41A,SURFACE CAR PARK,5,0,0,West,18690.779,36915.3896
U43,MULTI-STOREY CAR PARK,4,2,0,West,18275.4565,38569.6475
U45,MULTI-STOREY CAR PARK,4,0,0,West,19606.6244,36561.0495
U46,SURFACE CAR PARK,5,0,0,West,18463.4479,36256.9749
U48,SURFACE CAR PARK,5,2,0,West,18590.8011,38166.1707
U49,SURFACE CAR PARK,5,0,0,West,18817.5304,36385.1968
U5,SURFACE CAR PARK,5,0,0,West,18135.2799,36917.0123
U50,SURFACE CAR PARK,5,0,0,West,19356.5349,36607.8807
U51,MULTI-STOREY CAR PARK,4,2,0,West,18336.325,38543.2265
U52,MULTI-STOREY CAR PARK,4,0,0,West,18172.9985,36305.5813
U53,MULTI-STOREY CAR PARK,4,0,0,West,18363.2733,36194.2818
U54,MULTI-STOREY CAR PARK,4,0,0,West,19312.2301,36987.8524
U55,MULTI-STOREY CAR PARK,4,0,0,West,17419.4393,36994.0568
U56,MULTI-STOREY CAR PARK,4,0,0,West,17317.656,37581.4848
U57,MULTI-STOREY CAR PARK,4,0,0,West,19323.1576,36459.7662
U58,MULTI-STOREY CAR PARK,4,0,0,West,17667.3706,37138.9724
U59,MULTI-STOREY CAR PARK,4,0,0,West,19325.1186,36287.363
U6,SURFACE CAR PARK,5,0,0,West,18071.3516,36683.9531
U60,MULTI-STOREY CAR PARK,4,0,0,West,18060.8019,37237.9017
U61,MULTI-STOREY CAR PARK,4,0,0,West,17534.7152,37528.3789
U62,MULTI-STOREY CAR PARK,4,0,0,West,17844.6833,37081.9943
U63,MULTI-STOREY CAR PARK,4,2,0,West,18710.2749,37928.4781
U64,MULTI-STOREY CAR PARK,4,0,0,West,17583.3446,37408.1445
U65,MULTI-STOREY CAR PARK,4,0,0,West,17611.6169,37719.6743
U66,MULTI-STOREY CAR PARK,4,0,0,West,17572.5965,37864.1469
U67,MULTI-STOREY CAR PARK,4,0,0,West,17873.2383,38065.8645
U68,MULTI-STOREY CAR PARK,4,0,0,West,17587.8746,37337.6914
U69,MULTI-STOREY CAR PARK,4,0,0,West,18000.4363,37685.2975
U7,SURFACE CAR PARK,5,0,0,West,17847.5676,36758.9474
U70,MULTI-STOREY CAR PARK,4,0,0,West,17773.0352,37655.3275
U71,MULTI-STOREY CAR PARK,4,0,0,West,18208.6126,36824.4404
U8,SURFACE CAR PARK,5,0,0,West,17825.5193,36588.034
U9,SURFACE CAR PARK,5,0,0,West,17748.6389,36445.3951
WCB,BASEMENT CAR PARK,0,4,2,South,30072.1484,31241.1484
WCC,BASEMENT CAR PARK,0,3,4,North,22802.4706,46289.7139
WDB1,BASEMENT CAR PARK,0,4,3,East,30217.526,33669.5658
WGL,SURFACE CAR PARK,5,3,4,North,24755.5543,47642.245
W10,SURFACE CAR PARK,5,3,4,North,21545.6709,46781.8077
W100,SURFACE CAR PARK,5,3,4,North,23428.6148,45604.437
W101,MULTI-STOREY CAR PARK,4,3,4,North,24936.0215,47134.7585
W102,MULTI-STOREY CAR PARK,4,3,4,North,25028.4866,46986.64
W103,MULTI-STOREY CAR PARK,4,3,4,North,23995.6932,47488.7994
W104,MULTI-STOREY CAR PARK,4,3,4,North,25131.0901,47292.9142
W105,MULTI-STOREY CAR PARK,4,3,4,North,25278.0655,47369.5027
W106,MULTI-STOREY CAR PARK,4,3,4,North,25235.6886,47178.0376
W107,SURFACE CAR PARK,5,3,4,North,23134.4358,45725.666
W108,SURFACE CAR PARK,5,3,4,North,21543.8287,45922.7283
W109,SURFACE CAR PARK,5,3,4,North,23995.785,47408.7711
W11,SURFACE CAR PARK,5,3,4,North,21255.3672,47104.1328
W11M,MULTI-STOREY CAR PARK,4,3,4,North,21271.52,47154.7049
W12M,MULTI-STOREY CAR PARK,4,3,4,North,21198.8774,47366.6434
W13,SURFACE CAR PARK,5,3,4,North,21488.674,47244.6194
W14,SURFACE CAR PARK,5,3,4,North,21284.6738,47633.2891
W16,SURFACE CAR PARK,5,3,4,North,22275.6094,46924.5039
W17,SURFACE CAR PARK,5,3,4,North,22249.7662,46486.5748
W18,SURFACE CAR PARK,5,3,4,North,22115.7552,46747.594
W181,MULTI-STOREY CAR PARK,4,3,4,North,21988.2079,46815.199
W182,MULTI-STOREY CAR PARK,4,3,4,North,21621.1257,46318.1491
W185,MULTI-STOREY CAR PARK,4,3,4,North,21673.9257,46440.8216
W187,MULTI-STOREY CAR PARK,4,3,4,North,21499.7537,46568.872
W19,SURFACE CAR PARK,5,3,4,North,21755.788,46587.4955
W20,SURFACE CAR PARK,5,3,4,North,21482.2371,46304.8149
W21,SURFACE CAR PARK,5,3,4,North,21847.2739,46264.664
W23,SURFACE CAR PARK,5,3,4,North,22191.7187,45992.2266
W23T,SURFACE CAR PARK,5,3,4,North,22109.3581,45893.4989
W24,SURFACE CAR PARK,5,3,4,North,21992.0066,45860.9547
W25,SURFACE CAR PARK,5,3,4,North,21642.9242,45782.9456
W26,SURFACE CAR PARK,5,3,4,North,21430.5762,45933.9805
W27,SURFACE CAR PARK,5,3,4,North,21388.7832,45861.0977
W28,SURFACE CAR PARK,5,3,4,North,21382.8242,45760.7109
W29,SURFACE CAR PARK,5,3,4,North,21484.0352,45758.1875
W3,SURFACE CAR PARK,5,3,4,North,20906.7446,46925.2015
W30,MULTI-STOREY CAR PARK,4,3,4,North,21406.332,45779.8253
W36,SURFACE CAR PARK,5,3,4,North,22780.8105,47005.8672
W37,SURFACE CAR PARK,5,3,4,North,23227.4135,47060.8098
W39,SURFACE CAR PARK,5,3,4,North,23315.9648,46842.418
W4,SURFACE CAR PARK,5,3,4,North,21704.3672,47125.2891
W4M,MULTI-STOREY CAR PARK,4,3,4,North,21619.4951,47025.8162
W40,SURFACE CAR PARK,5,3,4,North,23403.6522,47029.9515
W41,SURFACE CAR PARK,5,3,4,North,23548.9652,46854.6331
W43,MULTI-STOREY CAR PARK,4,3,4,North,21182.9312,45692.8787
W44,MULTI-STOREY CAR PARK,4,3,4,North,21205.5217,45525.4699
W45,MULTI-STOREY CAR PARK,4,3,4,North,21528.0175,45524.5271
W46,MULTI-STOREY CAR PARK,4,3,4,North,21362.6102,45378.0962
W48,MULTI-STOREY CAR PARK,4,3,4,North,23070.931,47203.7395
W49,MULTI-STOREY CAR PARK,4,3,4,North,23405.0247,47174.9596
W5,SURFACE CAR PARK,5,3,4,North,21865.5141,46936.8596
W5M,MULTI-STOREY CAR PARK,4,3,4,North,21927.7465,47034.7509
W50,MULTI-STOREY CAR PARK,4,3,4,North,23590.4851,47176.9397
W505,MULTI-STOREY CAR PARK,4,3,4,North,23357.861,45984.0543
W509,MULTI-STOREY CAR PARK,4,3,4,North,23101.6173,46110.9586
W51,MULTI-STOREY CAR PARK,4,3,4,North,23472.5842,47106.6555
W516,MULTI-STOREY CAR PARK,4,3,4,North,23265.6873,46208.4999
W517,MULTI-STOREY CAR PARK,4,3,4,North,23348.3676,46205.981
W519,MULTI-STOREY CAR PARK,4,3,4,North,23440.3014,46253.1124
W52,MULTI-STOREY CAR PARK,4,3,4,North,23122.1725,47008.073
W521,MULTI-STOREY CAR PARK,4,3,4,North,23581.4144,46183.1367
W523,MULTI-STOREY CAR PARK,4,3,4,North,23613.71,46071.6238
W525,MULTI-STOREY CAR PARK,4,3,4,North,23506.2589,46033.557
W527,MULTI-STOREY CAR PARK,4,3,4,North,23463.7611,45965.5899
W53,MULTI-STOREY CAR PARK,4,3,4,North,23338.8254,47350.3849
W536,MULTI-STOREY CAR PARK,4,3,4,North,23348.8456,45873.6556
W54,MULTI-STOREY CAR PARK,4,3,4,North,23076.3795,46789.1914
W546,MULTI-STOREY CAR PARK,4,3,4,North,23558.6725,45719.8134
W549,MULTI-STOREY CAR PARK,4,3,4,North,23728.429,46002.0615
W55,MULTI-STOREY CAR PARK,4,3,4,North,23683.3329,46831.8539
W554,MULTI-STOREY CAR PARK,4,3,4,North,23871.6965,46028.6081
W56,MULTI-STOREY CAR PARK,4,3,4,North,23342.6004,46649.9806
W57,MULTI-STOREY CAR PARK,4,3,4,North,23118.191,46497.6326
W570,MULTI-STOREY CAR PARK,4,3,4,North,23182.8035,45847.6356
W574,MULTI-STOREY CAR PARK,4,3,4,North,24118.936,45812.819
W578,MULTI-STOREY CAR PARK,4,3,4,North,23923.9837,45898.4854
W579,MULTI-STOREY CAR PARK,4,3,4,North,23795.194,45862.9987
W58,MULTI-STOREY CAR PARK,4,3,4,North,23429.9641,46416.6889
W586,MULTI-STOREY CAR PARK,4,3,4,North,23702.34,45656.6161
W588,MULTI-STOREY CAR PARK,4,3,4,North,23701.8273,45550.4272
W59,MULTI-STOREY CAR PARK,4,3,4,North,23693.3134,46446.5191
W6,SURFACE CAR PARK,5,3,4,North,21838.7773,47085.957
W60,SURFACE CAR PARK,5,3,4,North,23521.1992,46312.5
W61,MULTI-STOREY CAR PARK,4,3,4,North,22505.7065,46103.3973
W62,MULTI-STOREY CAR PARK,4,3,4,North,22628.7386,46063.1814
W63,MULTI-STOREY CAR PARK,4,3,4,North,22780.0672,46063.1491
W64,MULTI-STOREY CAR PARK,4,3,4,North,23969.4738,46630.5468
W65,MULTI-STOREY CAR PARK,4,3,4,North,23844.7328,46979.1172
W66,MULTI-STOREY CAR PARK,4,3,4,North,24069.321,46974.6261
W67,MULTI-STOREY CAR PARK,4,3,4,North,24188.1546,47019.5375
W676,BASEMENT CAR PARK,0,3,4,North,24373.674,46827.139
W68,MULTI-STOREY CAR PARK,4,3,4,North,24350.2675,47010.7245
W69,MULTI-STOREY CAR PARK,4,3,4,North,24270.2765,47376.2034
W691,MULTI-STOREY CAR PARK,4,3,4,North,24983.383,46920.8143
W693,MULTI-STOREY CAR PARK,4,3,4,North,24703.9448,46642.49
W694,MULTI-STOREY CAR PARK,4,3,4,North,24850.6084,46636.9442
W7,SURFACE CAR PARK,5,3,4,North,21800.3125,47200.2539
W70,MULTI-STOREY CAR PARK,4,3,4,North,23937.0706,47352.2621
W71,MULTI-STOREY CAR PARK,4,3,4,North,24179.5955,47205.7795
W717,MULTI-STOREY CAR PARK,4,3,4,North,24141.7435,46956.0986
W72,MULTI-STOREY CAR PARK,4,3,4,North,24505.386,47143.788
W73,MULTI-STOREY CAR PARK,4,3,4,North,24711.6693,47219.5233
W74,MULTI-STOREY CAR PARK,4,3,4,North,23886.366,47208.9992
W75,MULTI-STOREY CAR PARK,4,3,4,North,23800.172,47218.8422
W76,MULTI-STOREY CAR PARK,4,3,4,North,23747.0647,47397.2586
W77,MULTI-STOREY CAR PARK,4,3,4,North,23613.1605,47523.5906
W78,MULTI-STOREY CAR PARK,4,3,4,North,23849.9464,47582.4593
W780,MULTI-STOREY CAR PARK,4,3,4,North,24414.7153,47764.032
W781,MULTI-STOREY CAR PARK,4,3,4,North,24637.5027,47838.0528
W782,MULTI-STOREY CAR PARK,4,3,4,North,24689.6411,47760.7102
W783,MULTI-STOREY CAR PARK,4,3,4,North,24750.7857,47717.9903
W785,MULTI-STOREY CAR PARK,4,3,4,North,24848.101,47634.821
W79,MULTI-STOREY CAR PARK,4,3,4,North,24123.1011,47708.2983
W799,MULTI-STOREY CAR PARK,4,3,4,North,24281.4205,47567.8164
W8M,MULTI-STOREY CAR PARK,4,3,4,North,21660.0118,46873.6677
W80,MULTI-STOREY CAR PARK,4,3,4,North,24330.2647,47756.4455
W81,MULTI-STOREY CAR PARK,4,3,4,North,24296.7171,47514.7036
W82,MULTI-STOREY CAR PARK,4,3,4,North,24471.0095,47352.6032
W83,MULTI-STOREY CAR PARK,4,3,4,North,23975.8384,46423.1877
W84,MULTI-STOREY CAR PARK,4,3,4,North,23837.6593,46282.3619
W85,MULTI-STOREY CAR PARK,4,3,4,North,24192.1416,46200.7694
W86,MULTI-STOREY CAR PARK,4,3,4,North,24420.08,46561.7115
W87,MULTI-STOREY CAR PARK,4,3,4,North,24317.8529,46691.9568
W88,MULTI-STOREY CAR PARK,4,3,4,North,24149.2668,46546.1362
W887,MULTI-STOREY CAR PARK,4,3,4,North,23702.7059,46585.151
W889,MULTI-STOREY CAR PARK,4,3,4,North,23582.22,46633.6669
W89,MULTI-STOREY CAR PARK,4,3,4,North,24131.2685,46393.746
W90,MULTI-STOREY CAR PARK,4,3,4,North,24304.8642,46201.7037
W91,MULTI-STOREY CAR PARK,4,3,4,North,24421.7399,46312.2663
W92,MULTI-STOREY CAR PARK,4,3,4,North,24520.8714,46439.9443
W93,MULTI-STOREY CAR PARK,4,3,4,North,24580.5607,46608.2682
W94,MULTI-STOREY CAR PARK,4,3,4,North,24441.8462,46881.242
W95,MULTI-STOREY CAR PARK,4,3,4,North,24490.3124,47314.8499
W96,MULTI-STOREY CAR PARK,4,3,4,North,24060.4226,46730.8096
W97,MULTI-STOREY CAR PARK,4,3,4,North,24212.7627,46796.478
W98,MULTI-STOREY CAR PARK,4,3,4,North,24682.0186,46808.9077
W99,MULTI-STOREY CAR PARK,4,3,4,North,24907.591,46937.7135
YHS,SURFACE CAR PARK,5,4,2,South,28508.3965,29880.2227
Y1,SURFACE CAR PARK,5,3,4,North,27412.0991,45841.0373
Y10,SURFACE CAR PARK,5,3,4,North,27995.96,45066.8145
Y11,SURFACE CAR PARK,5,3,4,North,27625.6289,45280.5234
Y12,SURFACE CAR PARK,5,3,4,North,27905.7385,46499.201
Y13,SURFACE CAR PARK,5,3,4,North,28505.9395,45881.9889
Y14,SURFACE CAR PARK,5,3,4,North,28260.7012,46043.2891
Y14A,SURFACE CAR PARK,5,3,4,North,28246.3185,46249.5229
Y15,SURFACE CAR PARK,5,3,4,North,28389.0234,46261.6211
Y16,SURFACE CAR PARK,5,3,4,North,28681.0314,46086.2424
Y16A,SURFACE CAR PARK,5,3,4,North,28648.4057,46162.6732
Y17,SURFACE CAR PARK,5,3,4,North,28872.75,46307.543
Y18,SURFACE CAR PARK,5,3,4,North,28689.2205,46383.1673
Y19,SURFACE CAR PARK,5,3,4,North,28538.5011,46605.7561
Y2,SURFACE CAR PARK,5,3,4,North,27414.6758,45987.2187
Y20,SURFACE CAR PARK,5,3,4,North,28504.9276,46440.0785
Y21,SURFACE CAR PARK,5,3,4,North,28426.9545,46510.8406
Y21A,SURFACE CAR PARK,5,3,4,North,28144.9395,46528.6914
Y21M,MULTI-STOREY CAR PARK,4,3,4,North,28170.8701,46340.318
Y22,SURFACE CAR PARK,5,3,4,North,28063.7034,47038.6663
Y23,SURFACE CAR PARK,5,3,4,North,27848.8519,44815.6702
Y24,SURFACE CAR PARK,5,3,4,North,27991.5046,44547.518
Y25,SURFACE CAR PARK,5,3,4,North,27742.9217,44276.3479
Y25M,MULTI-STOREY CAR PARK,4,3,4,North,27925.9358,44389.0052
Y26,SURFACE CAR PARK,5,3,4,North,28057.7461,43852.7148
Y27,SURFACE CAR PARK,5,3,4,North,28033.9316,44001.6406
Y28,SURFACE CAR PARK,5,3,4,North,28043.8717,44130.9725
Y28M,MULTI-STOREY CAR PARK,4,3,4,North,28117.1717,44138.2643
Y29,SURFACE CAR PARK,5,3,4,North,28135.416,44332.6484
Y3,SURFACE CAR PARK,5,3,4,North,27506.7793,46268.6172
Y3M,BASEMENT CAR PARK,0,3,4,North,27349.1212,46139.6053
Y30,SURFACE CAR PARK,5,3,4,North,28212.8196,44250.2645
Y30M,MULTI-STOREY CAR PARK,4,3,4,North,28270.7412,44261.2589
Y31,SURFACE CAR PARK,5,3,4,North,28380.8499,44273.0647
Y32,SURFACE CAR PARK,5,3,4,North,28587.6719,44363.8594
Y33,SURFACE CAR PARK,5,3,4,North,28302.5588,44890.0599
Y34,SURFACE CAR PARK,5,3,4,North,28351.4432,44631.5283
Y34A,SURFACE CAR PARK,5,3,4,North,28305.7045,44561.1014
Y35,SURFACE CAR PARK,5,3,4,North,28573.7168,44608.1172
Y36,SURFACE CAR PARK,5,3,4,North,28482.6126,44810.8534
Y37,SURFACE CAR PARK,5,3,4,North,28473.8291,44855.9633
Y38,SURFACE CAR PARK,5,3,4,North,28755.9082,44928.25
Y39,MECHANISED AND SURFACE CAR PARK,2,3,4,North,28802.1641,44647.4297
Y4,SURFACE CAR PARK,5,3,4,North,27798.7178,46273.0601
Y4T,SURFACE CAR PARK,5,3,4,North,27653.9599,46018.2543
Y40,SURFACE CAR PARK,5,3,4,North,28378.3276,44072.1863
Y41,SURFACE CAR PARK,5,3,4,North,28735.9258,45762.625
Y41M,MULTI-STOREY CAR PARK,4,3,4,North,28842.0106,45830.6181
Y43,SURFACE CAR PARK,5,3,4,North,28865.8374,45625.9622
